ID,SUBID,POS,SP,ARAB_V,ARAB_U,ARAB_T,LEMMA_V,LEMMA_U,LEMMA_T,GEN,NUM,CASE,PER,DEF,RAT,TYPE,TENSE,PROC_V,PROC_U,PROC_T,STEM_V,STEM_U,STEM_T,ENC_V,ENC_U,ENC_T,ROOT,BW,IPA
V0005881,2,V,T,أَسَأَكْتُبُ,أساكتب,ʾasaʾáktubu,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,,,,ك-ت-ب,>asa>akotubu,
V0005882,1,V,T,أَسَأَكْتُبُنِي,أسأكتبني,ʾasaʾaktúbuni̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,نِي,ني,ni̱,ك-ت-ب,>asa>akotubuniy,
V0005882,2,V,T,أَسَأَكْتُبُنِي,أساكتبني,ʾasaʾaktúbuni̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,نِي,ني,ni̱,ك-ت-ب,>asa>akotubuniy,
V0005883,1,V,T,أَسَأَكْتُبُنَا,أسأكتبنا,ʾasaʾaktúbuna̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,نَا,نا,na̱,ك-ت-ب,>asa>akotubunaA,
V0005883,2,V,T,أَسَأَكْتُبُنَا,أساكتبنا,ʾasaʾaktúbuna̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,نَا,نا,na̱,ك-ت-ب,>asa>akotubunaA,
V0005884,1,V,T,أَسَأَكْتُبُكَ,أسأكتبك,ʾasaʾaktúbuka,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,كَ,ك,ka,ك-ت-ب,>asa>akotubuka,
V0005884,2,V,T,أَسَأَكْتُبُكَ,أساكتبك,ʾasaʾaktúbuka,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,كَ,ك,ka,ك-ت-ب,>asa>akotubuka,
V0005885,1,V,T,أَسَأَكْتُبُكِ,أسأكتبك,ʾasaʾaktúbuki,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,كِ,ك,ki,ك-ت-ب,>asa>akotubuki,
V0005885,2,V,T,أَسَأَكْتُبُكِ,أساكتبك,ʾasaʾaktúbuki,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,كِ,ك,ki,ك-ت-ب,>asa>akotubuki,
V0005886,1,V,T,أَسَأَكْتُبُكُمْ,أسأكتبكم,ʾasaʾaktúbukum,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,كُمْ,كم,kum,ك-ت-ب,>asa>akotubukumo,
V0005886,2,V,T,أَسَأَكْتُبُكُمْ,أساكتبكم,ʾasaʾaktúbukum,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,كُمْ,كم,kum,ك-ت-ب,>asa>akotubukumo,
V0005887,1,V,T,أَسَأَكْتُبُكُمَا,أسأكتبكما,ʾasaʾaktubúkuma̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,كُمَا,كما,kúma̱,ك-ت-ب,>asa>akotubukumaA,
V0005887,2,V,T,أَسَأَكْتُبُكُمَا,أساكتبكما,ʾasaʾaktubúkuma̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,كُمَا,كما,kúma̱,ك-ت-ب,>asa>akotubukumaA,
V0005888,1,V,T,أَسَأَكْتُبُهَا,أسأكتبها,ʾasaʾaktúbuha̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,هَا,ها,ha̱,ك-ت-ب,>asa>akotubuhaA,
V0005888,2,V,T,أَسَأَكْتُبُهَا,أساكتبها,ʾasaʾaktúbuha̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,هَا,ها,ha̱,ك-ت-ب,>asa>akotubuhaA,
V0005889,1,V,T,أَسَأَكْتُبُهُ,أسأكتبه,ʾasaʾaktúbuhu,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُ,ه,hu,ك-ت-ب,>asa>akotubuhu,
V0005889,2,V,T,أَسَأَكْتُبُهُ,أساكتبه,ʾasaʾaktúbuhu,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُ,ه,hu,ك-ت-ب,>asa>akotubuhu,
V0005890,1,V,T,أَسَأَكْتُبُهُمْ,أسأكتبهم,ʾasaʾaktúbuhum,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُمْ,هم,hum,ك-ت-ب,>asa>akotubuhumo,
V0005890,2,V,T,أَسَأَكْتُبُهُمْ,أساكتبهم,ʾasaʾaktúbuhum,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُمْ,هم,hum,ك-ت-ب,>asa>akotubuhumo,
V0005891,1,V,T,أَسَأَكْتُبُهُمَا,أسأكتبهما,ʾasaʾaktubúhuma̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُمَا,هما,húma̱,ك-ت-ب,>asa>akotubuhumaA,
V0005891,2,V,T,أَسَأَكْتُبُهُمَا,أساكتبهما,ʾasaʾaktubúhuma̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُمَا,هما,húma̱,ك-ت-ب,>asa>akotubuhumaA,
V0005892,1,V,T,أَسَأَكْتُبُهُنَّ,أسأكتبهن,ʾasaʾaktubuhúnna,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُنَّ,هن,húnna,ك-ت-ب,>asa>akotubuhun~a,
V0005892,2,V,T,أَسَأَكْتُبُهُنَّ,أساكتبهن,ʾasaʾaktubuhúnna,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُنَّ,هن,húnna,ك-ت-ب,>asa>akotubuhun~a,
V0005893,1,V,T,أَسَأَكْتُبُكُنَّ,أسأكتبكن,ʾasaʾaktubukúnna,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,كُنَّ,كن,kúnna,ك-ت-ب,>asa>akotubukun~a,
V0005893,2,V,T,أَسَأَكْتُبُكُنَّ,أساكتبكن,ʾasaʾaktubukúnna,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَ,أ,ʾa,سَأَكْتُبُ,سأكتب,saʾáktubu,كُنَّ,كن,kúnna,ك-ت-ب,>asa>akotubukun~a,
V0005894,1,V,T,أَوَسَأَكْتُبُ,أوسأكتب,ʾawasaʾáktubu,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,,,,ك-ت-ب,>awasa>akotubu,
V0005894,2,V,T,أَوَسَأَكْتُبُ,أوساكتب,ʾawasaʾáktubu,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,,,,ك-ت-ب,>awasa>akotubu,
V0005895,1,V,T,أَوَسَأَكْتُبُنِي,أوسأكتبني,ʾawasaʾaktúbuni̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,نِي,ني,ni̱,ك-ت-ب,>awasa>akotubuniy,
V0005895,2,V,T,أَوَسَأَكْتُبُنِي,أوساكتبني,ʾawasaʾaktúbuni̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,نِي,ني,ni̱,ك-ت-ب,>awasa>akotubuniy,
V0005896,1,V,T,أَوَسَأَكْتُبُنَا,أوسأكتبنا,ʾawasaʾaktúbuna̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,نَا,نا,na̱,ك-ت-ب,>awasa>akotubunaA,
V0005896,2,V,T,أَوَسَأَكْتُبُنَا,أوساكتبنا,ʾawasaʾaktúbuna̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,نَا,نا,na̱,ك-ت-ب,>awasa>akotubunaA,
V0005897,1,V,T,أَوَسَأَكْتُبُكَ,أوسأكتبك,ʾawasaʾaktúbuka,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,كَ,ك,ka,ك-ت-ب,>awasa>akotubuka,
V0005897,2,V,T,أَوَسَأَكْتُبُكَ,أوساكتبك,ʾawasaʾaktúbuka,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,كَ,ك,ka,ك-ت-ب,>awasa>akotubuka,
V0005898,1,V,T,أَوَسَأَكْتُبُكِ,أوسأكتبك,ʾawasaʾaktúbuki,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,كِ,ك,ki,ك-ت-ب,>awasa>akotubuki,
V0005898,2,V,T,أَوَسَأَكْتُبُكِ,أوساكتبك,ʾawasaʾaktúbuki,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,كِ,ك,ki,ك-ت-ب,>awasa>akotubuki,
V0005899,1,V,T,أَوَسَأَكْتُبُكُمْ,أوسأكتبكم,ʾawasaʾaktúbukum,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,كُمْ,كم,kum,ك-ت-ب,>awasa>akotubukumo,
V0005899,2,V,T,أَوَسَأَكْتُبُكُمْ,أوساكتبكم,ʾawasaʾaktúbukum,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,كُمْ,كم,kum,ك-ت-ب,>awasa>akotubukumo,
V0005900,1,V,T,أَوَسَأَكْتُبُكُمَا,أوسأكتبكما,ʾawasaʾaktubúkuma̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,كُمَا,كما,kúma̱,ك-ت-ب,>awasa>akotubukumaA,
V0005900,2,V,T,أَوَسَأَكْتُبُكُمَا,أوساكتبكما,ʾawasaʾaktubúkuma̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,كُمَا,كما,kúma̱,ك-ت-ب,>awasa>akotubukumaA,
V0005901,1,V,T,أَوَسَأَكْتُبُهَا,أوسأكتبها,ʾawasaʾaktúbuha̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,هَا,ها,ha̱,ك-ت-ب,>awasa>akotubuhaA,
V0005901,2,V,T,أَوَسَأَكْتُبُهَا,أوساكتبها,ʾawasaʾaktúbuha̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,هَا,ها,ha̱,ك-ت-ب,>awasa>akotubuhaA,
V0005902,1,V,T,أَوَسَأَكْتُبُهُ,أوسأكتبه,ʾawasaʾaktúbuhu,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُ,ه,hu,ك-ت-ب,>awasa>akotubuhu,
V0005902,2,V,T,أَوَسَأَكْتُبُهُ,أوساكتبه,ʾawasaʾaktúbuhu,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُ,ه,hu,ك-ت-ب,>awasa>akotubuhu,
V0005903,1,V,T,أَوَسَأَكْتُبُهُمْ,أوسأكتبهم,ʾawasaʾaktúbuhum,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُمْ,هم,hum,ك-ت-ب,>awasa>akotubuhumo,
V0005903,2,V,T,أَوَسَأَكْتُبُهُمْ,أوساكتبهم,ʾawasaʾaktúbuhum,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُمْ,هم,hum,ك-ت-ب,>awasa>akotubuhumo,
V0005904,1,V,T,أَوَسَأَكْتُبُهُمَا,أوسأكتبهما,ʾawasaʾaktubúhuma̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُمَا,هما,húma̱,ك-ت-ب,>awasa>akotubuhumaA,
V0005904,2,V,T,أَوَسَأَكْتُبُهُمَا,أوساكتبهما,ʾawasaʾaktubúhuma̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُمَا,هما,húma̱,ك-ت-ب,>awasa>akotubuhumaA,
V0005905,1,V,T,أَوَسَأَكْتُبُهُنَّ,أوسأكتبهن,ʾawasaʾaktubuhúnna,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُنَّ,هن,húnna,ك-ت-ب,>awasa>akotubuhun~a,
V0005905,2,V,T,أَوَسَأَكْتُبُهُنَّ,أوساكتبهن,ʾawasaʾaktubuhúnna,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُنَّ,هن,húnna,ك-ت-ب,>awasa>akotubuhun~a,
V0005906,1,V,T,أَوَسَأَكْتُبُكُنَّ,أوسأكتبكن,ʾawasaʾaktubukúnna,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,كُنَّ,كن,kúnna,ك-ت-ب,>awasa>akotubukun~a,
V0005906,2,V,T,أَوَسَأَكْتُبُكُنَّ,أوساكتبكن,ʾawasaʾaktubukúnna,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَوَ,أو,ʾáwa,سَأَكْتُبُ,سأكتب,saʾáktubu,كُنَّ,كن,kúnna,ك-ت-ب,>awasa>akotubukun~a,
V0005907,1,V,T,أَفَسَأَكْتُبُ,أفسأكتب,ʾafasaʾáktubu,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,,,,ك-ت-ب,>afasa>akotubu,
V0005907,2,V,T,أَفَسَأَكْتُبُ,أفساكتب,ʾafasaʾáktubu,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,,,,ك-ت-ب,>afasa>akotubu,
V0005908,1,V,T,أَفَسَأَكْتُبُنِي,أفسأكتبني,ʾafasaʾaktúbuni̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,نِي,ني,ni̱,ك-ت-ب,>afasa>akotubuniy,
V0005908,2,V,T,أَفَسَأَكْتُبُنِي,أفساكتبني,ʾafasaʾaktúbuni̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,نِي,ني,ni̱,ك-ت-ب,>afasa>akotubuniy,
V0005909,1,V,T,أَفَسَأَكْتُبُنَا,أفسأكتبنا,ʾafasaʾaktúbuna̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,نَا,نا,na̱,ك-ت-ب,>afasa>akotubunaA,
V0005909,2,V,T,أَفَسَأَكْتُبُنَا,أفساكتبنا,ʾafasaʾaktúbuna̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,نَا,نا,na̱,ك-ت-ب,>afasa>akotubunaA,
V0005910,1,V,T,أَفَسَأَكْتُبُكَ,أفسأكتبك,ʾafasaʾaktúbuka,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,كَ,ك,ka,ك-ت-ب,>afasa>akotubuka,
V0005910,2,V,T,أَفَسَأَكْتُبُكَ,أفساكتبك,ʾafasaʾaktúbuka,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,كَ,ك,ka,ك-ت-ب,>afasa>akotubuka,
V0005911,1,V,T,أَفَسَأَكْتُبُكِ,أفسأكتبك,ʾafasaʾaktúbuki,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,كِ,ك,ki,ك-ت-ب,>afasa>akotubuki,
V0005911,2,V,T,أَفَسَأَكْتُبُكِ,أفساكتبك,ʾafasaʾaktúbuki,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,كِ,ك,ki,ك-ت-ب,>afasa>akotubuki,
V0005912,1,V,T,أَفَسَأَكْتُبُكُمْ,أفسأكتبكم,ʾafasaʾaktúbukum,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,كُمْ,كم,kum,ك-ت-ب,>afasa>akotubukumo,
V0005912,2,V,T,أَفَسَأَكْتُبُكُمْ,أفساكتبكم,ʾafasaʾaktúbukum,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,كُمْ,كم,kum,ك-ت-ب,>afasa>akotubukumo,
V0005913,1,V,T,أَفَسَأَكْتُبُكُمَا,أفسأكتبكما,ʾafasaʾaktubúkuma̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,كُمَا,كما,kúma̱,ك-ت-ب,>afasa>akotubukumaA,
V0005913,2,V,T,أَفَسَأَكْتُبُكُمَا,أفساكتبكما,ʾafasaʾaktubúkuma̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,كُمَا,كما,kúma̱,ك-ت-ب,>afasa>akotubukumaA,
V0005914,1,V,T,أَفَسَأَكْتُبُهَا,أفسأكتبها,ʾafasaʾaktúbuha̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,هَا,ها,ha̱,ك-ت-ب,>afasa>akotubuhaA,
V0005914,2,V,T,أَفَسَأَكْتُبُهَا,أفساكتبها,ʾafasaʾaktúbuha̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,هَا,ها,ha̱,ك-ت-ب,>afasa>akotubuhaA,
V0005915,1,V,T,أَفَسَأَكْتُبُهُ,أفسأكتبه,ʾafasaʾaktúbuhu,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُ,ه,hu,ك-ت-ب,>afasa>akotubuhu,
V0005915,2,V,T,أَفَسَأَكْتُبُهُ,أفساكتبه,ʾafasaʾaktúbuhu,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُ,ه,hu,ك-ت-ب,>afasa>akotubuhu,
V0005916,1,V,T,أَفَسَأَكْتُبُهُمْ,أفسأكتبهم,ʾafasaʾaktúbuhum,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُمْ,هم,hum,ك-ت-ب,>afasa>akotubuhumo,
V0005916,2,V,T,أَفَسَأَكْتُبُهُمْ,أفساكتبهم,ʾafasaʾaktúbuhum,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُمْ,هم,hum,ك-ت-ب,>afasa>akotubuhumo,
V0005917,1,V,T,أَفَسَأَكْتُبُهُمَا,أفسأكتبهما,ʾafasaʾaktubúhuma̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُمَا,هما,húma̱,ك-ت-ب,>afasa>akotubuhumaA,
V0005917,2,V,T,أَفَسَأَكْتُبُهُمَا,أفساكتبهما,ʾafasaʾaktubúhuma̱,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُمَا,هما,húma̱,ك-ت-ب,>afasa>akotubuhumaA,
V0005918,1,V,T,أَفَسَأَكْتُبُهُنَّ,أفسأكتبهن,ʾafasaʾaktubuhúnna,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُنَّ,هن,húnna,ك-ت-ب,>afasa>akotubuhun~a,
V0005918,2,V,T,أَفَسَأَكْتُبُهُنَّ,أفساكتبهن,ʾafasaʾaktubuhúnna,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,هُنَّ,هن,húnna,ك-ت-ب,>afasa>akotubuhun~a,
V0005919,1,V,T,أَفَسَأَكْتُبُكُنَّ,أفسأكتبكن,ʾafasaʾaktubukúnna,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,كُنَّ,كن,kúnna,ك-ت-ب,>afasa>akotubukun~a,
V0005919,2,V,T,أَفَسَأَكْتُبُكُنَّ,أفساكتبكن,ʾafasaʾaktubukúnna,كَتَبَ,كتب,kátaba,-,-,-,1SC,-,-,S1,52,أَفَ,أف,ʾáfa,سَأَكْتُبُ,سأكتب,saʾáktubu,كُنَّ,كن,kúnna,ك-ت-ب,>afasa>akotubukun~a,
V0005920,0,V,T,سَنَكْتُبُ,سنكتب,sanáktubu,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,52,,,,سَنَكْتُبُ,سنكتب,sanáktubu,,,,ك-ت-ب,sanakotubu,
V0005921,0,V,T,سَنَكْتُبُنِي,سنكتبني,sanaktúbuni̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,52,,,,سَنَكْتُبُ,سنكتب,sanáktubu,نِي,ني,ni̱,ك-ت-ب,sanakotubuniy,
V0005922,0,V,T,سَنَكْتُبُنَا,سنكتبنا,sanaktúbuna̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,52,,,,سَنَكْتُبُ,سنكتب,sanáktubu,نَا,نا,na̱,ك-ت-ب,sanakotubunaA,
V0005923,0,V,T,سَنَكْتُبُكَ,سنكتبك,sanaktúbuka,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,52,,,,سَنَكْتُبُ,سنكتب,sanáktubu,كَ,ك,ka,ك-ت-ب,sanakotubuka,
V0005924,0,V,T,سَنَكْتُبُكِ,سنكتبك,sanaktúbuki,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,52,,,,سَنَكْتُبُ,سنكتب,sanáktubu,كِ,ك,ki,ك-ت-ب,sanakotubuki,
V0005925,0,V,T,سَنَكْتُبُكُمْ,سنكتبكم,sanaktúbukum,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,52,,,,سَنَكْتُبُ,سنكتب,sanáktubu,كُمْ,كم,kum,ك-ت-ب,sanakotubukumo,
V0005926,0,V,T,سَنَكْتُبُكُمَا,سنكتبكما,sanaktubúkuma̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,52,,,,سَنَكْتُبُ,سنكتب,sanáktubu,كُمَا,كما,kúma̱,ك-ت-ب,sanakotubukumaA,
V0005927,0,V,T,سَنَكْتُبُهَا,سنكتبها,sanaktúbuha̱,كَتَبَ,كتب,kátaba,-,-,-,1PC,-,-,S1,52,,,,سَنَكْتُبُ,سنكتب,sanáktubu,هَا,ها,ha̱,ك-ت-ب,sanakotubuhaA,
